Point in Time[s],Utilization of Active Resource[]
9.999999999999998,0.0
19.999999999999996,0.0
29.999999999999993,0.0
39.99999999999999,0.0
49.99999999999999,0.0032306012999981674
59.99999999999999,0.0035895569999979636
69.99999999999999,0.0035895569999979636
79.99999999999999,0.0035895569999979636
89.99999999999999,0.0035895569999979636
99.99999999999999,0.0035895569999979636
109.99999999999999,0.0035895569999979636
119.99999999999999,0.0035895569999979636
129.99999999999997,0.003589557000003648
139.99999999999997,0.0035895570000263853
149.99999999999997,0.0035895570000263853
159.99999999999997,0.0035895570000263853
169.99999999999997,0.0035895570000263853
179.99999999999997,0.0035895570000263853
189.99999999999997,0.0035895570000263853
199.99999999999997,0.009743084500016144
209.99999999999997,0.0031793224000011815
219.99999999999997,0.0
229.99999999999997,0.0
239.99999999999997,0.0
249.99999999999997,0.0
259.99999999999994,0.0
269.99999999999994,0.0
279.99999999999994,0.0
289.99999999999994,0.0
299.99999999999994,0.0
309.99999999999994,0.0
319.99999999999994,0.0
329.99999999999994,0.0
339.99999999999994,0.0
349.99999999999994,0.0
359.99999999999994,0.11671190360000303
369.99999999999994,0.3148554864999934
379.99999999999994,0.3656220875999903
389.99999999999994,0.42100383480001213
399.99999999999994,0.47592406730000747
409.99999999999994,0.5312545342000243
419.99999999999994,0.5866362814000007
429.99999999999994,0.6374028830000207
439.99999999999994,0.6878618076000287
449.99999999999994,0.7430384367999971
459.99999999999994,0.7984201840000076
469.99999999999994,0.85380193100002
479.99999999999994,0.9089785597999926
489.99999999999994,0.9553861636999919
499.99999999999994,0.9912566064999989
509.99999999999994,0.9999999999999969
519.9999999999999,0.9999999999999911
529.9999999999999,0.999999999999994
539.9999999999999,0.999999999999994
549.9999999999999,0.999999999999994
559.9999999999999,0.999999999999994
569.9999999999999,0.999999999999994
579.9999999999999,0.999999999999994
589.9999999999999,0.999999999999994
599.9999999999999,0.999999999999994
609.9999999999999,0.999999999999994
619.9999999999999,0.999999999999994
629.9999999999999,0.999999999999994
639.9999999999999,0.999999999999994
649.9999999999999,0.999999999999994
659.9999999999999,0.999999999999994
669.9999999999999,0.999999999999994
679.9999999999999,0.999999999999994
689.9999999999999,0.999999999999994
699.9999999999999,0.999999999999994
709.9999999999999,0.999999999999994
719.9999999999999,0.999999999999994
729.9999999999999,0.999999999999994
739.9999999999999,0.999999999999994
749.9999999999999,0.999999999999994
759.9999999999999,0.999999999999994
769.9999999999999,0.999999999999994
779.9999999999999,0.999999999999994
789.9999999999999,0.21707628770000148
799.9999999999999,0.0
809.9999999999999,0.0
819.9999999999999,0.0
829.9999999999999,0.0
839.9999999999999,0.0
849.9999999999999,0.0
859.9999999999999,0.0
869.9999999999999,0.0
879.9999999999999,0.0
889.9999999999999,0.0
899.9999999999999,0.0
909.9999999999999,0.0
919.9999999999999,0.0
929.9999999999999,0.0
939.9999999999999,0.0
949.9999999999999,0.0
959.9999999999999,0.0
969.9999999999999,0.0
979.9999999999999,0.0
989.9999999999999,0.0
999.9999999999999,0.0
1009.9999999999999,0.0
1019.9999999999999,0.0
1029.9999999999998,0.0
1039.9999999999998,0.0
1049.9999999999998,0.0
1059.9999999999998,0.0
1069.9999999999998,0.0
1079.9999999999998,0.0
1089.9999999999998,0.0
1099.9999999999998,0.0
1109.9999999999998,0.0
1119.9999999999998,0.0
1129.9999999999998,0.0
1139.9999999999998,0.0
1149.9999999999998,0.0
1159.9999999999998,0.0
1169.9999999999998,0.0
1179.9999999999998,0.0
1189.9999999999998,0.0
1199.9999999999998,0.0
1209.9999999999998,0.0
1219.9999999999998,0.0
1229.9999999999998,0.0
1239.9999999999998,0.0
1249.9999999999998,0.0
1259.9999999999998,0.0
1269.9999999999998,0.0
1279.9999999999998,0.0
1289.9999999999998,0.0
1299.9999999999998,0.0
1309.9999999999998,0.0
1319.9999999999998,0.0
1329.9999999999998,0.0
1339.9999999999998,0.0
1349.9999999999998,0.0
1359.9999999999998,0.0
1369.9999999999998,0.0
1379.9999999999998,0.0
1389.9999999999998,0.0
1399.9999999999998,0.0
1409.9999999999998,0.0
1419.9999999999998,0.0
1429.9999999999998,0.0
1439.9999999999998,0.0
1449.9999999999998,0.0
1459.9999999999998,0.0
1469.9999999999998,0.0
1479.9999999999998,0.0
1489.9999999999998,0.0
1499.9999999999998,0.0
1509.9999999999998,0.0
1519.9999999999998,0.0
1529.9999999999998,0.0
1539.9999999999998,0.0
1549.9999999999998,0.0
1559.9999999999998,0.0
1569.9999999999998,0.0
1579.9999999999998,0.0
1589.9999999999998,0.0
1599.9999999999998,0.0
1609.9999999999998,0.0
1619.9999999999998,0.0
1629.9999999999998,0.16489999999997731
1639.9999999999998,0.9999999999999883
1649.9999999999998,0.9999999999999883
1659.9999999999998,0.9999999999999883
1669.9999999999998,0.9999999999999883
1679.9999999999998,0.9999999999999883
1689.9999999999998,0.9999999999999883
1699.9999999999998,0.9999999999999883
1709.9999999999998,0.9999999999999883
1719.9999999999998,0.9999999999999883
1729.9999999999998,0.9999999999999883
1739.9999999999998,0.9999999999999883
1749.9999999999998,0.9999999999999883
1759.9999999999998,0.9999999999999883
1769.9999999999998,0.9999999999999883
1779.9999999999998,0.9999999999999883
1789.9999999999998,0.9999999999999883
1799.9999999999998,0.9999999999999883
1809.9999999999998,0.9999999999999883
1819.9999999999998,0.9999999999999883
1829.9999999999998,0.9999999999999883
1839.9999999999998,0.9999999999999883
1849.9999999999998,0.9999999999999883
1859.9999999999998,0.9999999999999883
1869.9999999999998,0.9999999999999883
1879.9999999999998,0.9999999999999883
1889.9999999999998,0.9999999999999883
1899.9999999999998,0.9999999999999883
1909.9999999999998,0.9999999999999883
1919.9999999999998,0.9999999999999883
1929.9999999999998,0.9999999999999883
1939.9999999999998,0.9999999999999883
1949.9999999999998,0.9999999999999883
1959.9999999999998,0.9999999999999883
1969.9999999999998,0.9999999999999883
1979.9999999999998,0.9999999999999883
1989.9999999999998,0.9999999999999883
1999.9999999999998,0.9999999999999883
2009.9999999999998,0.9999999999999883
2019.9999999999998,0.9999999999999883
2029.9999999999998,0.9999999999999883
2039.9999999999998,0.9999999999999883
2049.9999999999995,0.9999999999999656
2059.9999999999995,0.999999999999977
2069.9999999999995,0.999999999999977
2079.9999999999995,0.999999999999977
2089.9999999999995,0.999999999999977
2099.9999999999995,0.999999999999977
2109.9999999999995,0.999999999999977
2119.9999999999995,0.999999999999977
2129.9999999999995,0.999999999999977
2139.9999999999995,0.999999999999977
2149.9999999999995,0.999999999999977
2159.9999999999995,0.999999999999977
2169.9999999999995,0.999999999999977
2179.9999999999995,0.999999999999977
2189.9999999999995,0.999999999999977
2199.9999999999995,0.999999999999977
2209.9999999999995,0.999999999999977
2219.9999999999995,0.999999999999977
2229.9999999999995,0.999999999999977
2239.9999999999995,0.999999999999977
2249.9999999999995,0.999999999999977
2259.9999999999995,0.999999999999977
2269.9999999999995,0.999999999999977
2279.9999999999995,0.999999999999977
2289.9999999999995,0.999999999999977
2299.9999999999995,0.999999999999977
2309.9999999999995,0.999999999999977
2319.9999999999995,0.999999999999977
2329.9999999999995,0.999999999999977
2339.9999999999995,0.999999999999977
2349.9999999999995,0.999999999999977
2359.9999999999995,0.999999999999977
2369.9999999999995,0.999999999999977
2379.9999999999995,0.999999999999977
2389.9999999999995,0.999999999999977
2399.9999999999995,0.999999999999977
2409.9999999999995,0.999999999999977
2419.9999999999995,0.999999999999977
2429.9999999999995,0.999999999999977
2439.9999999999995,0.999999999999977
2449.9999999999995,0.999999999999977
2459.9999999999995,0.999999999999977
2469.9999999999995,0.999999999999977
2479.9999999999995,0.999999999999977
2489.9999999999995,0.999999999999977
2499.9999999999995,0.999999999999977
2509.9999999999995,0.999999999999977
2519.9999999999995,0.999999999999977
2529.9999999999995,0.999999999999977
2539.9999999999995,0.999999999999977
2549.9999999999995,0.999999999999977
2559.9999999999995,0.999999999999977
2569.9999999999995,0.999999999999977
2579.9999999999995,0.999999999999977
2589.9999999999995,0.999999999999977
2599.9999999999995,0.999999999999977
2609.9999999999995,0.999999999999977
2619.9999999999995,0.999999999999977
2629.9999999999995,0.999999999999977
2639.9999999999995,0.999999999999977
2649.9999999999995,0.999999999999977
2659.9999999999995,0.999999999999977
2669.9999999999995,0.999999999999977
2679.9999999999995,0.999999999999977
2689.9999999999995,0.999999999999977
2699.9999999999995,0.999999999999977
2709.9999999999995,0.999999999999977
2719.9999999999995,0.999999999999977
2729.9999999999995,0.999999999999977
2739.9999999999995,0.999999999999977
2749.9999999999995,0.999999999999977
2759.9999999999995,0.999999999999977
2769.9999999999995,0.999999999999977
2779.9999999999995,0.999999999999977
2789.9999999999995,0.999999999999977
2799.9999999999995,0.999999999999977
2809.9999999999995,0.999999999999977
2819.9999999999995,0.999999999999977
2829.9999999999995,0.999999999999977
2839.9999999999995,0.999999999999977
2849.9999999999995,0.999999999999977
2859.9999999999995,0.999999999999977
2869.9999999999995,0.999999999999977
2879.9999999999995,0.999999999999977
2889.9999999999995,0.999999999999977
2899.9999999999995,0.999999999999977
2909.9999999999995,0.999999999999977
2919.9999999999995,0.999999999999977
2929.9999999999995,0.999999999999977
2939.9999999999995,0.999999999999977
2949.9999999999995,0.999999999999977
2959.9999999999995,0.999999999999977
2969.9999999999995,0.999999999999977
2979.9999999999995,0.999999999999977
2989.9999999999995,0.999999999999977
2999.9999999999995,0.999999999999977
3009.9999999999995,0.999999999999977
3019.9999999999995,0.999999999999977
3029.9999999999995,0.999999999999977
3039.9999999999995,0.999999999999977
3049.9999999999995,0.999999999999977
3059.9999999999995,0.999999999999977
3069.9999999999995,0.999999999999977
3079.9999999999995,0.999999999999977
3089.9999999999995,0.9668527935999685
3099.9999999999995,0.6728566592998497
3109.9999999999995,0.7989132634998662
3119.9999999999995,0.9962975249999769
3129.9999999999995,0.999999999999977
3139.9999999999995,0.999999999999977
3149.9999999999995,0.999999999999977
3159.9999999999995,0.999999999999977
3169.9999999999995,0.999999999999977
3179.9999999999995,0.999999999999977
3189.9999999999995,0.999999999999977
3199.9999999999995,0.999999999999977
3209.9999999999995,0.999999999999977
3219.9999999999995,0.999999999999977
3229.9999999999995,0.999999999999977
3239.9999999999995,0.999999999999977
3249.9999999999995,0.999999999999977
3259.9999999999995,0.999999999999977
3269.9999999999995,0.999999999999977
3279.9999999999995,0.999999999999977
3289.9999999999995,0.999999999999977
3299.9999999999995,0.999999999999977
3309.9999999999995,0.999999999999977
3319.9999999999995,0.999999999999977
3329.9999999999995,0.999999999999977
3339.9999999999995,0.999999999999977
3349.9999999999995,0.999999999999977
3359.9999999999995,0.999999999999977
3369.9999999999995,0.999999999999977
3379.9999999999995,0.999999999999977
3389.9999999999995,0.999999999999977
3399.9999999999995,0.999999999999977
3409.9999999999995,0.999999999999977
3419.9999999999995,0.999999999999977
3429.9999999999995,0.999999999999977
3439.9999999999995,0.999999999999977
3449.9999999999995,0.999999999999977
3459.9999999999995,0.999999999999977
3469.9999999999995,0.999999999999977
3479.9999999999995,0.999999999999977
3489.9999999999995,0.999999999999977
3499.9999999999995,0.999999999999977
3509.9999999999995,0.999999999999977
3519.9999999999995,0.999999999999977
3529.9999999999995,0.999999999999977
3539.9999999999995,0.999999999999977
3549.9999999999995,0.999999999999977
3559.9999999999995,0.999999999999977
3569.9999999999995,0.999999999999977
3579.9999999999995,0.999999999999977
3589.9999999999995,0.999999999999977
3599.9999999999995,0.999999999999977
3609.9999999999995,0.999999999999977
3619.9999999999995,0.999999999999977
3629.9999999999995,0.999999999999977
3639.9999999999995,0.999999999999977
3649.9999999999995,0.999999999999977
3659.9999999999995,0.999999999999977
3669.9999999999995,0.999999999999977
3679.9999999999995,0.999999999999977
3689.9999999999995,0.999999999999977
3699.9999999999995,0.999999999999977
3709.9999999999995,0.999999999999977
3719.9999999999995,0.999999999999977
3729.9999999999995,0.999999999999977
3739.9999999999995,0.999999999999977
3749.9999999999995,0.9885030568999575
3759.9999999999995,0.6132700018998541
3769.9999999999995,0.2210141931998803
3779.9999999999995,0.11425049209983615
3789.9999999999995,0.039331295599777105
3799.9999999999995,0.050253806899900104
3809.9999999999995,0.07363721119991162
3819.9999999999995,0.09691805659981576
3829.9999999999995,0.1272754583998902
3839.9999999999995,0.46687917909987353
3849.9999999999995,0.8998715447999297
3859.9999999999995,0.999999999999977
3869.9999999999995,0.9914208031999117
3879.9999999999995,0.9271314659999226
3889.9999999999995,0.999999999999977
3899.9999999999995,0.999999999999977
3909.9999999999995,0.999999999999977
3919.9999999999995,0.999999999999977
3929.9999999999995,0.999999999999977
3939.9999999999995,0.999999999999977
3949.9999999999995,0.999999999999977
3959.9999999999995,0.999999999999977
3969.9999999999995,0.999999999999977
3979.9999999999995,0.999999999999977
3989.9999999999995,0.999999999999977
3999.9999999999995,0.999999999999977
4009.9999999999995,0.999999999999977
4019.9999999999995,0.999999999999977
4029.9999999999995,0.999999999999977
4039.9999999999995,0.999999999999977
4049.9999999999995,0.999999999999977
4059.9999999999995,0.999999999999977
4069.9999999999995,0.999999999999977
4079.9999999999995,0.999999999999977
4089.9999999999995,0.999999999999977
4099.999999999999,0.9999999999999316
4109.999999999999,0.9810007275001673
4119.999999999999,0.7751077735003484
4129.999999999999,0.4450538710003452
4139.999999999999,0.15455609700038603
4149.999999999999,0.06743240430032522
4159.999999999999,0.05594581970044596
4169.999999999999,0.05127939500016504
4179.999999999999,0.05127939500016504
4189.999999999999,0.09117476440023885
4199.999999999999,0.18229824950030873
4209.999999999999,0.2732166177002907
4219.999999999999,0.35572516440042784
4229.999999999999,0.4029022082004299
4239.999999999999,0.24367968580036148
4249.999999999999,0.0808163264004178
4259.999999999999,0.17681135450038693
4269.999999999999,0.3629042799004307
4279.999999999999,0.5003843383004091
4289.999999999999,0.6055899435002624
